               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1349,             0.01639,                   0,          0.00012117,           0.0088496,          6.1333e-05,            1.84e-05,              0.1306,            0.015227,                   0,               0.082,               0.002,               0.002
                   1,             0.11485,             0.01119,                   0,             0.18141,             0.23009,            0.093866,            0.030317,             0.10137,            0.012571,                   0,            0.063086,           0.0040865,           0.0040865
                   2,            0.096266,            0.011625,                   0,             0.30718,             0.45133,             0.24378,            0.067676,            0.093681,            0.011777,                   0,            0.044159,           0.0061591,           0.0061591
                   3,            0.089323,            0.011896,                   0,             0.34198,             0.39823,             0.28104,            0.058592,            0.087519,            0.010509,                   0,            0.025218,           0.0082178,           0.0082178
                   4,            0.083743,            0.011073,                   0,             0.36125,             0.37168,              0.2461,            0.052374,            0.084784,            0.010226,                   0,            0.009868,            0.009868,            0.009868
                   5,            0.083535,            0.010074,                   0,             0.30904,             0.33628,             0.26859,            0.053198,            0.086926,           0.0096286,                   0,            0.009868,            0.009868,            0.009868
                   6,            0.078867,            0.010121,                   0,             0.39541,             0.41094,              0.3038,            0.082213,            0.079428,           0.0097777,                   0,            0.009835,            0.009835,            0.009835
                   7,            0.077493,            0.010123,                   0,             0.29112,             0.65487,             0.26871,            0.086454,            0.075349,            0.010534,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.072437,            0.010051,                   0,             0.56775,             0.43363,             0.45624,             0.13464,             0.07141,           0.0097914,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.069121,           0.0096184,                   0,             0.51336,             0.57522,             0.46422,             0.14134,            0.074007,           0.0093218,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.068546,           0.0095156,                   0,             0.54829,             0.42478,             0.44981,             0.15653,             0.07321,           0.0094455,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.069622,           0.0097855,                   0,             0.38962,             0.53666,             0.44321,             0.12021,            0.077326,           0.0095326,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.066513,            0.010024,                   0,              0.6014,             0.49558,             0.61649,             0.19862,            0.063941,           0.0087767,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.064873,           0.0098639,                   0,             0.72396,             0.58407,             0.67745,              0.2232,            0.064492,           0.0085589,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.062193,           0.0096388,                   0,             0.74851,             0.61062,             0.71762,             0.28122,            0.060964,           0.0085112,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.060658,           0.0093159,                   0,             0.74652,             0.72976,             0.76205,             0.25244,            0.061314,           0.0085642,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.058076,           0.0088586,                   0,             0.77347,             0.70796,             0.75376,             0.27831,            0.059687,           0.0087008,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.058516,           0.0090993,                   0,             0.72072,             0.63717,             0.67937,             0.23638,            0.063042,           0.0084114,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.056244,           0.0091158,                   0,             0.84105,             0.74336,             0.80139,             0.29389,            0.055864,           0.0083971,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.056065,           0.0086745,                   0,             0.76789,             0.70267,             0.78401,             0.31337,            0.058474,           0.0083737,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.056042,           0.0088325,                   0,             0.66812,              0.7661,             0.72063,              0.2935,            0.059158,           0.0091953,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.053584,           0.0090347,                   0,             0.63493,             0.72566,             0.72002,             0.27432,            0.058494,           0.0083733,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.055524,            0.008817,                   0,             0.65109,             0.66058,             0.62876,             0.25052,            0.058557,           0.0090338,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.052935,           0.0088796,                   0,             0.73002,             0.66372,             0.73582,             0.26475,            0.061116,           0.0080843,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.053139,           0.0081858,                   0,             0.79781,             0.78761,             0.84676,             0.39507,            0.048039,            0.008108,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.052269,           0.0088308,                   0,             0.85204,             0.82301,             0.90343,             0.37406,            0.048519,           0.0078885,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.048767,           0.0085127,                   0,             0.77218,             0.76106,             0.84799,              0.3793,            0.050544,           0.0077593,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.051625,           0.0086316,                   0,             0.67992,             0.82716,             0.80734,             0.34033,            0.045734,           0.0083809,                   0,            0.009142,            0.009142,            0.009142
                  28,             0.04944,           0.0085905,                   0,             0.67985,             0.84956,             0.80762,             0.37648,            0.053863,           0.0076861,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.050394,           0.0080415,                   0,             0.87542,             0.80842,             0.89909,              0.4112,            0.049842,           0.0080016,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.049455,           0.0081221,                   0,             0.81928,             0.80531,             0.85407,             0.33734,            0.052793,           0.0074622,                   0,            0.009043,            0.009043,            0.009043
                  31,             0.04819,            0.008649,                   0,             0.86993,             0.71027,              0.8306,             0.38457,            0.048466,           0.0086708,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.048623,           0.0080175,                   0,             0.84624,             0.76991,             0.82232,             0.35561,            0.049996,           0.0083931,                   0,            0.008977,            0.008977,            0.008977
                  33,             0.04858,           0.0077118,                   0,             0.91166,             0.74336,             0.85721,             0.39555,            0.049313,           0.0079508,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.045612,           0.0083807,                   0,             0.91795,             0.89112,             0.94131,             0.38806,             0.04379,           0.0078181,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.045984,           0.0076525,                   0,             0.88387,             0.79646,             0.89255,             0.44057,            0.044738,           0.0078217,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.045926,           0.0079792,                   0,             0.89835,             0.86034,             0.91182,             0.44016,            0.047411,           0.0078526,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.046551,           0.0080789,                   0,             0.86546,             0.87611,             0.91909,             0.47847,            0.040859,            0.008004,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.046247,           0.0083385,                   0,             0.91183,             0.81416,             0.91263,               0.468,            0.043801,           0.0079667,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.042093,           0.0083957,                   0,             0.93501,             0.78761,             0.89028,             0.42643,             0.04754,            0.007816,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.047277,           0.0082416,                   0,             0.88368,             0.76991,             0.87654,             0.48363,            0.041581,           0.0089925,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.046776,           0.0079881,                   0,             0.94179,             0.84956,             0.91787,             0.44811,            0.041397,           0.0079978,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.044465,           0.0076722,                   0,             0.92374,             0.78761,             0.85774,             0.43444,            0.041934,           0.0077281,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.045426,           0.0080891,                   0,             0.92514,             0.73451,             0.86063,             0.32119,             0.05102,           0.0078224,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.044366,           0.0081205,                   0,             0.91741,             0.86726,             0.94281,             0.47589,            0.039912,           0.0082092,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.045251,           0.0077007,                   0,              0.8833,             0.83186,             0.88314,             0.42656,            0.042882,           0.0083648,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.042534,           0.0079974,                   0,             0.90691,             0.85841,              0.9183,             0.43828,            0.042184,           0.0074814,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.044817,             0.00754,                   0,             0.86581,             0.86726,             0.92956,             0.45684,             0.04441,           0.0075397,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.045067,           0.0074327,                   0,             0.88098,             0.85157,             0.88495,             0.44076,            0.044431,           0.0083749,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.043092,            0.007819,                   0,             0.90645,              0.9115,             0.93603,             0.49425,            0.041946,           0.0073536,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.042056,           0.0070511,                   0,             0.95992,             0.84782,             0.93213,             0.48446,            0.044976,           0.0071146,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.044054,           0.0074428,                   0,             0.90636,             0.83186,             0.90924,             0.44202,            0.042009,            0.007236,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.041416,           0.0071329,                   0,             0.94171,             0.85841,             0.95072,             0.46292,            0.042544,            0.007335,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.041355,           0.0073846,                   0,             0.94164,             0.81416,             0.89164,             0.42477,            0.043639,           0.0077675,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.041048,           0.0081936,                   0,             0.91111,             0.81633,             0.93161,             0.48023,             0.04153,           0.0074269,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.041956,           0.0078389,                   0,             0.88229,             0.86231,             0.90828,             0.46876,            0.041924,           0.0075278,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.041735,           0.0075645,                   0,              0.8566,             0.71681,             0.85087,             0.41116,            0.045861,           0.0087924,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.040336,           0.0076324,                   0,             0.94933,             0.82904,             0.90955,             0.45548,            0.044692,           0.0072362,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.040058,           0.0072107,                   0,              0.9532,              0.9013,             0.95738,              0.4639,            0.041075,           0.0073908,                   0,            0.008119,            0.008119,            0.008119
