               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.018563,           0.0026586,                   0,             0.90855,              0.9671,             0.98051,             0.67702,            0.015559,           0.0022629,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.016496,           0.0026257,                   0,             0.95368,             0.91104,              0.9772,             0.66956,            0.014582,           0.0022612,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.017934,           0.0025604,                   0,             0.92244,             0.95575,             0.97825,             0.67565,            0.013847,           0.0022283,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.016855,           0.0024272,                   0,             0.90934,             0.95575,             0.97976,             0.66508,            0.013564,           0.0022122,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.019186,           0.0026357,                   0,             0.90445,              0.9646,             0.97999,             0.64548,            0.015438,           0.0022649,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.015624,           0.0025133,                   0,             0.89649,             0.97345,             0.97914,             0.64644,            0.016628,           0.0022602,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.016281,           0.0024655,                   0,             0.88202,              0.9646,              0.9794,             0.62635,            0.016677,            0.002252,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.018417,           0.0026207,                   0,              0.8585,             0.96643,             0.97767,             0.64721,            0.016154,           0.0022391,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.017787,           0.0027538,                   0,             0.88611,             0.96391,             0.97871,             0.67412,            0.013434,           0.0022118,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.017122,           0.0027148,                   0,             0.88652,             0.97345,             0.97823,             0.66884,            0.012346,           0.0022012,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.016599,           0.0026497,                   0,             0.88595,             0.96238,             0.97955,             0.65375,             0.01309,           0.0022717,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.015621,           0.0024364,                   0,              0.9364,             0.90265,             0.98028,             0.67738,            0.012419,           0.0022521,                   0,            0.000991,            0.000991,            0.000991
                  93,             0.01705,           0.0027261,                   0,             0.94501,             0.91242,             0.98063,             0.65228,             0.01284,           0.0022313,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.016044,           0.0024754,                   0,             0.92893,             0.92544,             0.98064,             0.65687,            0.013389,           0.0022235,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.018328,           0.0025311,                   0,             0.93436,              0.9469,             0.98331,               0.673,            0.013374,           0.0021938,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.014291,           0.0025185,                   0,             0.92068,             0.95575,             0.98281,             0.68309,            0.014177,           0.0021985,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.017028,           0.0025432,                   0,             0.92238,             0.94645,             0.98295,             0.68147,            0.013628,           0.0022014,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.016114,           0.0025025,                   0,             0.92959,             0.93468,             0.98196,             0.68235,            0.012733,           0.0022004,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.015573,           0.0025454,                   0,             0.93506,             0.92035,             0.98252,             0.67905,            0.012665,            0.002193,                   0,            0.000298,            0.000298,            0.000298
