               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.061503,            0.023271,                   0,             0.82309,             0.75792,             0.78673,             0.30711,            0.053734,            0.076695,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.060847,            0.022854,                   0,             0.85952,             0.75539,             0.80775,             0.32775,            0.053627,            0.078529,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.06086,             0.02301,                   0,             0.82985,             0.75415,              0.7955,             0.31992,            0.053316,            0.078463,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.061049,             0.02318,                   0,             0.80654,             0.79786,             0.79258,             0.31664,            0.053181,            0.076151,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.060137,            0.023406,                   0,             0.84444,             0.75682,             0.79918,             0.32113,            0.052422,            0.078389,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.060056,            0.023177,                   0,             0.84412,             0.76553,             0.80379,             0.32417,            0.051851,            0.077084,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.059653,            0.022882,                   0,              0.8119,             0.80228,              0.8198,             0.33752,            0.051171,            0.077374,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.058179,            0.022737,                   0,             0.84572,             0.78507,             0.81535,             0.33189,            0.051699,            0.077532,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.058856,            0.023115,                   0,             0.84704,             0.79309,             0.82767,             0.33991,            0.051136,            0.075227,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.058762,            0.022334,                   0,             0.83422,             0.78447,             0.81059,             0.32543,            0.052515,            0.077408,                   0,            0.000694,            0.000694,            0.000694
                  49,             0.05752,            0.021894,                   0,             0.84578,             0.79214,             0.81555,             0.32967,            0.051819,            0.076889,                   0,            0.000496,            0.000496,            0.000496
