               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.036643,           0.0090435,                   0,             0.91547,             0.86256,              0.9435,             0.51394,            0.036741,           0.0080598,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.034849,           0.0088308,                   0,             0.90867,             0.87611,             0.94413,             0.50021,            0.034347,           0.0078866,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.035951,           0.0089055,                   0,             0.93723,             0.86726,             0.95474,             0.52993,            0.033659,           0.0077689,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.035379,           0.0085771,                   0,             0.94291,             0.87692,             0.94949,             0.54428,             0.03287,           0.0077546,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.034025,           0.0082708,                   0,             0.95223,             0.88496,             0.94789,             0.51141,            0.033178,           0.0076167,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.032505,           0.0085634,                   0,             0.97076,             0.88132,             0.95661,             0.49072,            0.035146,           0.0075938,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.031581,           0.0085575,                   0,             0.96104,             0.87322,               0.949,             0.53139,            0.032174,           0.0075747,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.032493,           0.0081969,                   0,             0.92542,             0.89381,             0.96021,             0.51052,            0.032171,           0.0074644,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.031541,           0.0083352,                   0,             0.91929,             0.87611,             0.95252,             0.55044,            0.031764,           0.0074485,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.030501,           0.0082603,                   0,             0.92636,             0.89059,             0.95306,             0.53211,            0.031467,           0.0074145,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.030667,           0.0076538,                   0,             0.95282,             0.89369,             0.95793,             0.53032,            0.031318,           0.0074495,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.029871,           0.0081537,                   0,              0.9346,             0.88523,             0.96025,             0.55396,             0.03026,           0.0073894,                   0,            0.000496,            0.000496,            0.000496
