               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.033585,            0.042717,                   0,             0.80689,             0.53005,             0.61252,             0.40331,            0.036408,            0.044292,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.033715,            0.043688,                   0,             0.75239,             0.54447,             0.59584,             0.40537,            0.036007,            0.044054,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.033234,            0.042426,                   0,             0.78497,             0.54207,             0.60108,             0.41379,            0.035494,             0.04413,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.033166,            0.043222,                   0,             0.74192,             0.55284,             0.60802,             0.41112,            0.035558,            0.044538,                   0,            0.001882,            0.001882,            0.001882
                  43,             0.03295,            0.042395,                   0,             0.74805,             0.55168,             0.60489,             0.41463,            0.035174,            0.044029,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.033081,            0.041816,                   0,             0.76828,               0.534,             0.59905,             0.41662,            0.035181,            0.044078,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.032268,            0.041123,                   0,             0.75207,             0.54325,             0.60006,             0.41702,            0.034939,            0.043995,                   0,            0.001288,            0.001288,            0.001288
                  46,             0.03238,            0.041707,                   0,             0.79587,             0.53245,             0.60052,             0.41803,            0.035046,            0.043478,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.033057,             0.04251,                   0,             0.76058,             0.53837,             0.60184,             0.42016,             0.03474,            0.044044,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.03185,            0.039794,                   0,             0.79048,             0.52404,             0.59665,              0.4215,            0.034891,            0.043542,                   0,            0.000694,            0.000694,            0.000694
                  49,             0.03177,            0.040939,                   0,             0.76285,             0.54514,             0.59933,             0.42405,             0.03476,            0.043365,                   0,            0.000496,            0.000496,            0.000496
